Experiment,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC
LightGBM_FE_v2_threshold,0.3299999999999999,0.9893333333333333,0.8301886792452831,0.8627450980392157,0.8461538461538461,0.9820024628208771
LightGBM_FE_v2_threshold,0.33999999999999986,0.9893333333333333,0.8301886792452831,0.8627450980392157,0.8461538461538461,0.9820024628208771
LightGBM_FE_v2_threshold,0.34999999999999987,0.9893333333333333,0.8301886792452831,0.8627450980392157,0.8461538461538461,0.9820024628208771
LightGBM_FE_v2_threshold,0.3599999999999999,0.9893333333333333,0.8301886792452831,0.8627450980392157,0.8461538461538461,0.9820024628208771
LightGBM_FE_v2_threshold,0.3699999999999999,0.99,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9820024628208771
LightGBM_FE_v2_threshold,0.3799999999999999,0.99,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9820024628208771
LightGBM_FE_v2_threshold,0.38999999999999985,0.99,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9820024628208771
LightGBM_FE_v2_threshold,0.39999999999999986,0.99,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9820024628208771
LightGBM_FE_v2_threshold,0.40999999999999986,0.99,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9820024628208771
LightGBM_FE_v2_threshold,0.4199999999999998,0.99,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9820024628208771
LightGBM_FE_v2_threshold,0.4299999999999998,0.99,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9820024628208771
LightGBM_FE_v2_threshold,0.43999999999999984,0.99,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9820024628208771
LightGBM_FE_v2_threshold,0.44999999999999984,0.9906666666666667,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.9820024628208771
LightGBM_FE_v2_threshold,0.45999999999999985,0.9906666666666667,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.9820024628208771
LightGBM_FE_v2_threshold,0.4699999999999998,0.9906666666666667,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.9820024628208771
LightGBM_FE_v2_threshold,0.4799999999999998,0.9913333333333333,0.88,0.8627450980392157,0.8712871287128713,0.9820024628208771
